Respondent,,React,Spring,.NET Core,Django,Cordova,Angular,Hadoop,Node.js,TensorFlow,Torch/PyTorch,Xamarin,Spark
70380,,1,,,,,,,,,,,
70381,,,,,1,,,,,,,,
70385,,,1,,,,1,,,,,,
70386,,,,,,,,,,,,,
70388,,,,,,,,,,,,,
70392,,1,,1,,,,,1,,,,
70393,,1,,,,,,,1,,,,1
70394,,,,,,,,,,,,,
70395,,,,,,,,,,,,,
70398,,,,,,,,,,,,,
70399,,,,,,,,,,,,,
70400,,,,1,,,1,,,,,,
70401,,,,,,,,,,,,,
70403,,,,,,,,,,,,1,
70404,,1,,1,,,1,,1,,,,
70405,,1,,,,,1,,1,,,,
70406,,,,1,1,,,,,1,,,
70407,,,,,,,,,,,,,
70408,,,,,,,,,,,,,
70409,,,,,1,1,1,,1,,,,
70411,,,,,,,,1,,,,,
70413,,,,1,,,1,,,,,,
70414,,,,,,,,,1,,,,
70415,,,1,,,,1,,,,,,
70416,,1,,,1,1,1,,1,,,,
70419,,,,,1,,,,,,,,
70420,,,,1,,,,,1,,,,
70421,,,,,,,,,,,,,
70422,,,,,,,,,,,,,
70423,,,,,,,,,,,,,
70424,,,1,,,,,,1,,,,
70426,,1,1,,,,,,,,,,
70427,,,,1,,,1,,,,,,
70428,,,,,,,,,,,,,
70429,,,,,,,,,,,,,
70430,,,,,,,,,,,,,
70431,,,,,,,,,,,,,
70433,,1,,,,,,,1,,,,
70434,,,,,,,,,,,,,
70435,,,,1,,,,,,1,,,
70437,,1,,,,,,,1,,,,
70438,,,,,,,,,,,,,
70444,,,,,,,,,,,,,
70445,,,,1,,,,,,,,1,
70450,,,,,,,,,,,,,
70451,,,,,,,,,,,,,
70452,,,,1,,,1,,1,,,,
70453,,,,,,,,,,,,,
70455,,,,,,,,1,,,,,
70456,,1,,,,,,,1,,,,
70458,,,,,,,,,,,,,
70459,,,,,,,,,,1,,,
70460,,,,,,,,,,,,,
70461,,,,,,,,,,,,,
70462,,,,,,,,,,,,,
70464,,,,,,,,,,,,,
70466,,,,,,,,,,,,,
70468,,1,,,,1,,,1,,,,
70469,,,,,,1,,,,,,,
70470,,,,,1,,,,,,,,
70473,,,,,,,,,1,,,,1
70475,,,,,,,,,,,,,
70477,,,,1,,,,1,,,,,
70479,,,,,,1,,,,,,,
70481,,,1,,,,1,,1,,,,
70482,,,,1,,,,,,,,,
70483,,,,,,,,,,,,,
70484,,,,,,,1,,,,,,
70485,,,,,,,,,,,,,
70487,,,,,,,,,1,,,,
70488,,1,,,,,,,,,,,
70489,,,,,,1,,,,1,,,
70490,,,,1,,,,,,,,,
70492,,,,,,,,,1,,,,
70493,,,1,,1,1,,,1,,,,
70494,,,,,,,,,,,,,
70495,,,,,1,,,1,,1,,,1
70496,,,,,,,,,,,,,
70497,,,,,,,,,,,,,
70499,,,1,,,,1,,1,,,,
70501,,1,,,,,1,,1,,,,
70502,,,,,,,,,,,,,
70503,,,,,,,,,,,,,
70504,,,,,,,,,1,,,,
70505,,,,1,,1,1,,,,,,
70506,,,,,,,1,,,,,,
70507,,,,,,,,,,,,,
70508,,,,,,,,,1,,,,
70509,,,,,,,,,1,1,,,
70510,,,,,,,,,,,,,
70511,,,,,,,,,,,,,
70512,,,,1,,,,,,,,,
70513,,,,,,,,,,,,,
70514,,,,,,,,,,,,,
70515,,,,,,,1,,,,,,
70516,,,,,,,,,,,,,
70517,,,,,,,,,1,,,,
70519,,1,,1,,,1,,1,,,,
70520,,,,,,,1,,1,,,,
70521,,,1,,1,1,,,1,,,,
70523,,,,,,,1,,,,,,
70524,,,,,,,,,,,,,
70526,,,,1,,1,,,1,,,,
70527,,,,,,,,,1,,,,
70528,,,,,,,,,,,,,
70529,,,,,,,,,,,,,
70530,,1,,,,,,,1,,,,
70531,,,,,,,,,,,,,
70534,,,,,,,1,,1,,,,
70535,,,,,,,,,,,,,
70537,,,1,,,,,,,,,,
70538,,,,,,,,,,,,,
70539,,,,,,,,,1,,,,
70540,,,,,,,,,,,,,
70541,,,,1,,,,,1,,,,
70545,,,,,,,,,,,,,
70546,,,,,,,1,,,,,,
70547,,,,,,,,,1,,,,
70548,,1,,,,,,,1,,,,
70549,,1,,1,1,1,1,,1,,,,
70550,,,,,,,,,,,,,
70553,,,,,,,,,,,,,
70554,,,1,,,,,,,,,,
70555,,,1,,,,1,,1,,,,
70558,,,1,,,,,,,,,,
70559,,,,,,,,,,,,,
70560,,,,,,,,,,,,,
70561,,,,,,,,,,,,,
70563,,,,,,,,,,,,,
70564,,1,,,1,,,,,,,,
70565,,1,,,,,,,,,,,
70567,,,,,,,,,,,,,
70568,,1,,,,,1,,1,,,,
70571,,,,,,,,,,,,,
70572,,,,,,,,,,,,,
70573,,1,,,,,1,,,,,,
70574,,,,,,,,,,,,,
70575,,1,,,,,1,,1,,,,
70577,,,1,,,,,,,,,,
70578,,,,,,,,,,,,,
70580,,,,,,,,,,,,,
70581,,,,,1,,1,,1,,1,,1
70582,,,,,,,1,,,,,,
70583,,,,,,,,,,,,,
70584,,1,,,1,,,,1,,,,
70585,,,,,,,,,,,,,
70586,,,,,,,1,,,,,,
70587,,,1,1,,,1,,,,,,
70588,,,,,,,,,,,,,
70590,,,,1,,,,,,,,,
70592,,,,,,,,,,1,,,
70593,,,,,,,,,,,,,
70594,,,,,,,,,,,,,
70595,,,,,,,,,,,,,
70596,,,,,,,,,,,,,
70598,,,,1,1,1,1,,,,,,
70599,,,,,,1,,,1,,,,
70600,,,,1,,,,,,,,,
70601,,,,,,,,,,,,,
70602,,,,,,,,,,,,,
70603,,,,,,,,,,,,,
70606,,,1,,,,1,,1,,,,
70607,,,,,,,,,,,,,
70608,,1,,1,,,,,1,,,1,
70609,,,,,,,,,,,,,
70611,,,,,,,,,,,,,
70613,,1,,,,1,1,,1,1,1,,
70615,,,,,,,,,1,,,,
70616,,,,,,,,,,,,,
70617,,,,,,,,,,,,,
70624,,,,,,,,,,,,,
70625,,,,,,,,,,,,,
70626,,,,,,,,,,,,,
70627,,,,,,,,,,,,,
70629,,1,,1,,,1,,,,,,
70633,,,,,,,,,,,,,
70634,,,,1,,,,,1,,,,
70635,,,,,,,,,,,,,
70636,,1,,,,,,,1,,,,
70637,,,,,,,,,,,,,
70640,,,,,,,,1,,,,,
70641,,1,,,,,,,1,,,,
70642,,1,,,1,,1,,,,,,
70643,,,,1,,1,1,,,,,,
70644,,,,1,,,,,,,,1,
70645,,,,,,,,,1,,,,
70648,,1,,,,,,,1,,,,
70649,,,,,,,,,,,,,
70650,,,1,,,,1,,,1,,,
70653,,1,,,,,,,,,,,
70654,,1,,,,,1,,1,,,,
70655,,,,,,,,,,,,,
70657,,,,,,,,,1,,,,
70658,,1,,,,,,,1,,,,
70659,,,,,1,,,,1,1,,,
70660,,,,,,,,,,,,,
70661,,,,,,,,,,1,,,
70662,,,,,,,1,,,,,,
70664,,,1,,,,,,,,,,
70665,,,,,,,,,1,,,,
70667,,,,,,,,,1,,,,
70668,,,,1,,,,,,,,,
70670,,,,,,,,,,,,,
70671,,,,,,,,,,,,,
70673,,,,,,,,,,,,,
70674,,,,,,,,,,,,,
70676,,1,,,,,1,,,,,,
70677,,,,,,,,,,,,,
70680,,,1,,,,,,,,,,
70681,,,,,,,,,,,,,
70682,,1,,,,,,,,,,,
70683,,,,,,,,,,,,,
70685,,,,,,,,,,,,,
70686,,,,,,,,,,,,,
70687,,,,,,,,,,,,,
70688,,,,,,,,,,,,,
70689,,,,,,,,,,,,,
70690,,,,,,,,,,,,,
70691,,,,,,,,,,,,,
70692,,,,,,,,,,,,,
70693,,1,,,,,,,,,,,
70694,,,,,,,,,,,,,
70698,,,,,,,,,,,,,
70700,,,,,,,,,,,,,
70701,,,,,,,,,1,,,,
70702,,1,,,,,,,1,,,,
70706,,,,,,,,1,,1,,,1
70707,,1,,,,,,,1,,,,
70708,,,1,,,,,,,,,,
70709,,,,,,,1,,,,,,
70712,,,,,,,,,1,,,,
70713,,,,,,,,,,,,,
70714,,,,,,,,,,1,1,,
70715,,,,,,1,1,,,,,,
70716,,,,,,,,,,,,,
70718,,,,,,,,,,,,,
70719,,,,,,,,,,,,,
70720,,1,,,,,,,,,,,
70722,,,,,,,,,,,,,
70723,,,,,,,,,,,,,
70724,,,,,,1,,,,,,,
70725,,,,,,,,,,,,,
70726,,,,,,,,,,,,,
70727,,,,,1,,,,,,,,1
70728,,,1,1,,,,,,,,,
70731,,1,,1,,,,,1,,,,
70732,,,,,,,,,,,,,
70734,,1,,1,,,,,,,,,
70736,,1,,,,1,,,1,,,,
70737,,,,,,,,,,,,,
70738,,,,,,,,,,,,,
70740,,,,,1,,,,,,,,
70741,,,1,,,,1,,1,,,,1
70742,,1,,,,,,,1,,,,
70743,,,,,,,,,,,,,
70744,,,,,,,,,,,,,
70745,,,1,,,1,1,,1,,,,
70746,,,,,,1,1,,1,,,,
70747,,,,,,,,,,,,,
70748,,,,,,,,,,,,,
70749,,,,,,,,,,,,,
70750,,,,1,,,,,,,,,
70752,,,,,,,,,,,,,
70754,,,,,,1,,,,,,,
70755,,,,,,,,,,,,,
70756,,,,,,,,,,,,,
70758,,1,,,,,1,1,1,1,,,
70760,,,1,,,,,,,,,,
70762,,,,1,,,,,,,,,
70765,,,,,,,,,1,,,,
70767,,,,,,,,,,,,,
70768,,,,1,,,1,,1,,,,
70771,,,,,,,,,,,,,
70772,,,1,,,,,,,,,,
70773,,,,,,,,,,,,,
70774,,,,,,,,,,1,,,
70775,,1,,,,,,,1,,,,
70776,,,,,,1,,,,,,,
70777,,,,,,1,1,,1,,,,
70778,,,,,,,,,,,,,
70780,,1,,,,1,1,,1,,,,
70782,,1,,,,,,,1,,,,
70783,,,,,,,,,,,,,
70784,,,1,,1,,,,,,,,
70785,,,,,,,,,,,,,
70786,,,,,,,,1,,,,,
70787,,,,1,,,1,,1,,,,
70788,,,,,,,,,,,,1,
70789,,,,,,,1,,1,,,,
70791,,,,,,,,,,,,,
70792,,,,,,,,,1,,,,
70793,,,,,,,,,,,,,
70795,,,,,,,,,,,,,
70797,,,,,,,,,,,,,
70799,,,,,,,,,,,,,
70800,,1,,,,1,,,,,,1,
70801,,1,,,,,1,,1,,,,
70802,,,,,,,,,,,,,
70803,,,,,,,,,,,,,
70804,,,,,,,,,1,,,,
70806,,,1,1,,,,,,,,,
70807,,,,1,,,,,,,,,
70811,,,,,,,,,,,,,
70812,,,,,,,,,,,,,
70813,,1,1,,,,,,1,,,,
70814,,,,,,,1,,1,,,,
70815,,,,,,,1,,1,,,,
70816,,,,1,,,,,1,,,,
70817,,,,,,,,,,,,,
70818,,,,,,,,,,,,,
70819,,,,,,,,,,,,,
70820,,,,,,,1,,1,,,,
70822,,,,,,,1,,1,,,,
70823,,,,1,,,,,,,,,
70824,,,,,,,,,,,,,
70825,,1,,,,,,,1,,,,
70826,,,,,,,,,,,,,
70829,,,,,,,,,,,,,
70833,,,,,,,,,,,,,
70834,,,,,,,,,,,,,
70835,,,,,,,,,1,,,1,
70837,,,,,,,,,,1,,,
70838,,,,,,,,,,,,,
70842,,1,,,,1,1,,,,,,
70844,,1,,,1,,,,1,,,,
70845,,,,,,,,,,,,,
70846,,,,,,,,,,,,,
70848,,,,1,,,,,,,,,
70849,,,1,,,,1,,,,,,
70850,,1,,,,,,,1,,,,
70851,,,,,,,,,,,,,
70853,,,,,,,,,,,,,
70856,,,,,,,,,,,,,
70858,,1,,1,,,,,,,,,
70860,,,,1,,,,,,,,1,
70861,,1,,1,,,,,1,,,,
70862,,,,,,,,,1,,,,
70863,,,,1,,,,,,,,,
70864,,,,,,,,,,,,,
70865,,1,,1,,,,,1,,,,
70866,,,,,,,,,1,,,,
70869,,,,1,,,,,,,,,
70870,,,1,,,,,,,,,,
70872,,,,1,,,1,,1,,,,
70875,,,,,,,,1,,,,,1
70876,,1,,,,,,,,,,,
70877,,,1,1,,,1,,,,,,
70878,,,,,,,,,,,,,
70880,,,,,,,1,,1,,,,
70881,,,,,1,,,,,,,,
70882,,,,,,,,,,,,,
70883,,,1,,,,,,,,,,
70884,,,,,,,,,,,,,
70885,,,,,,,,,,1,1,,
70888,,,,,,,,,,,,,1
70889,,1,,,,,,,,,,,
70890,,,,1,,,1,,1,,,,
70891,,,,,,,1,,1,,,1,
70892,,,,,,,,,,,,,
70893,,,,,,,1,,,,,,
70894,,,1,,,,,,,,,,
70896,,,,,,,,,,,,,
70897,,,,1,,,,,,,,1,
70898,,,,,,,,,,,,,
70900,,,,,,,1,,1,,,,
70901,,,,1,,,1,,,,,,
70902,,,1,,,,,,,,,,
70903,,1,,1,,,1,,,,,,
70904,,,,,,,,,1,,,,
70906,,,,,,,,,,,,,
70907,,,,1,,,1,,,,,,
70908,,,,,,,,,,,,,
70909,,,,,,,,,,,,,
70911,,,,,,,,,,,,,
70912,,,,1,,,,,,,,1,
70914,,,,,,,,,,,,,
70915,,,,1,1,1,1,,,,,,
70916,,,,,,,,,,,,,
70917,,,,,,,,,,,,,
70919,,,,1,,,,,,,,,
70921,,,1,,,,,,1,,,,
70922,,,1,,,,,,,,,,
70923,,,,1,,,1,,1,,,1,
70924,,,,,,,,,,1,,,
70925,,,,,,,,,,,,,
70926,,,,1,,,1,,1,,,,
70927,,,,,,,,,,,,,
70928,,,,,,,,1,,1,,,1
70929,,,,,,,,,,,,,
70931,,,,1,,,,,,,,,
70934,,,,1,,1,1,,1,,,,
70935,,,1,,,,,,,,,1,
70936,,,1,1,,,,,1,,,1,
70937,,1,,,,,1,,1,,,,
70938,,,,,,,,,,,,,
70939,,,,,1,,1,,,,,,
70940,,1,,,,,,,1,,,,
70941,,1,,1,,,,,1,,,,
70942,,1,,,1,,,1,1,,,,1
70943,,1,,,,,,,1,,,,
70944,,,1,,,,1,,1,,,,1
70947,,,,,,,,,,,,,
70948,,,1,,,,,,1,,,,
70949,,,,,,,,,,,,,
70950,,,1,,,,,,,,,,
70952,,,,,,,,,,,,,
70953,,,,,,,,,,,,,
70955,,,,,,,,,,,,,
70957,,,,1,,,,,,,,,
70958,,,,,,,,,,,,,
70959,,,,,,,,,,1,,,
70961,,,,,,,,,,,,,
70962,,,,,,,1,,,,,,
70963,,1,1,,,,1,,,,,,
70964,,1,,1,,,1,,1,,,,
70966,,,,1,,,1,,1,,,,
70967,,1,1,1,1,,1,,1,,,,
70968,,,,,,,,,,,,,
70969,,,1,,,,,,,,,,
70970,,,,,,,,,,,,,
70971,,,,,,,,,1,,,,
70972,,,,,,,,,1,,,,
70973,,,,,,,1,,1,,,,
70974,,,,1,,,,,,,,,
70975,,,,1,,,,,,,,,
70976,,,,,,,,,,,,,
70977,,,1,,,,,,,,,,
70978,,,,,,,,,,,,,1
70979,,1,,,,,,,,,,,
70987,,,1,,,,,,,,,,
70988,,1,,,1,,,,,,,,
70989,,,,,,,,,,,,,
70990,,,,,,,,,1,,,,
70991,,,,,,,,,,,,,
70992,,1,1,,,,,1,,,,,1
70994,,,,1,,,,,,,,1,
70995,,,,1,,,,,,,,,
70998,,,,,,,,,,1,,,
70999,,,,,,,,,,,,,
71002,,,,,,,1,,,,,,
71003,,1,,,,,,,,,,,
71004,,,,,,,,,,,,,
71005,,,,,,,,,,,,,
71006,,,,,1,,,,,,,,
71007,,,,,,,,,,,,,
71008,,,,,,,,,,,,,
71009,,,,1,,,1,,,,,1,
71011,,,,,,,,,,,,,
71012,,,,,,,,,,,,,
71014,,,,,,,,,,,,,
71015,,,,,,,,,,,,,
71016,,,,,,1,,,,1,1,,
71019,,,,,,,,,,,,,
71021,,,,,,,1,,1,,,,
71022,,,,,,,,,,,,,
71025,,1,1,1,1,1,1,1,1,1,1,1,1
71026,,,,1,,,1,,1,,,,
71027,,1,1,,,,,,1,,,,
71028,,,,,,,,,,,,,
71029,,,,,,1,1,,1,,,,
71030,,,,,1,,,,1,,,,
71036,,,,,,,,,,,,,
71039,,,,,,1,1,,,,,,
71040,,,,,,,1,,,,,,
71041,,,,,,,,,1,,,,
71042,,,1,,,,,1,1,,,,1
71044,,,,,,,,,,,,,
71045,,,,,,,,,,,,,
71049,,,,,,,,,,,,,
71050,,,1,,,,,,,,,,
71052,,,,,,,,,1,,,,
71053,,,,,1,,,,,,,,
71055,,,,,,,,,,,,,
71056,,,,,,,,,1,,,,
71057,,1,,,,,1,1,1,,,,1
71059,,,,1,,,1,,1,,,1,
71060,,,1,,,,,,,,,,
71061,,1,,1,,,,,,,,,
71062,,1,,,1,,,,1,,,,
71063,,,,,,1,1,,1,,,,
71064,,,,,,,,,,,,,
71065,,,,,,,1,,,,,,
71066,,,,,,,,,,,,,
71069,,1,,1,,,,,,,,,
71073,,1,1,,,,,,,,,,1
71074,,,1,,,,,,1,,,,
71075,,,,,,,,,,,,1,
71076,,,,,,,,,,,,,
71077,,,,,,,,,,,,,
71078,,1,,,,,1,,1,,,,
71079,,,,1,,,,,,,,,
71080,,1,,,,,,,,,,,
71081,,,,,,,,1,,,,,1
71082,,,,,,,,,,,,,
71084,,,,,,,,,,,,,
71085,,,,,,,1,,1,1,,,
71086,,,,,,,,1,,,,,
71087,,,,1,,,,,1,1,,,
71088,,1,,,,,,1,1,1,,,1
71089,,1,,,,,1,,1,,,,
71090,,,,,,,,,,,,,
71091,,,,,,,,,,,,,
71092,,,,,,,,,,,,,
71094,,,,1,,,,,,,,,
71095,,,,,,,,,,,,,
71096,,,1,,,,,,,,,,
71097,,,,,,,,,,,,,
71099,,,,,,,,,,,,,
71100,,1,1,,,,1,,1,,,,
71103,,,1,,,,,,,,,,
71104,,,,,,,,,,,,,
71105,,,,,,,,,,,,,
71106,,,,,,,,,,,,,
71107,,,,,,,,,,,,,
71108,,1,1,,,,,,,,,,
71111,,,,,,,,,,,,,
71112,,,1,,,,,,,,,,
71114,,,,,,,,,,,,,
71115,,,,,,,,,,,,,
71117,,,,,,,,1,,,,,1
71118,,,,,,,,,,,,,
71119,,1,,,,,,,,,,,
71120,,1,,,,,1,,,,,,
71123,,,,,,,,,,,,,
71130,,,,1,,,,,,,,,
71131,,1,1,,,,,,1,,,,
71137,,,,,,,1,,1,,,1,
71140,,,1,,,,,,,,,,
71141,,,,,,,,,1,,,,
71147,,1,,1,,,,,1,,,,
71149,,,,,,,,1,,,,,
71150,,,,,,,,,,,,,
71151,,,,1,,,,,,,,,
71154,,1,,1,,,,,,,,,
71155,,,,1,,,1,,,,,,
71157,,,,,,,,,,,,,
71158,,1,1,1,,1,1,1,1,,,1,
71159,,,,,,,,,,,,,
71160,,,,,,,,,,,,,
71161,,,,,,,,,,,,,
71162,,,,,,,,,,,,,
71163,,,,,,,1,,,,,,
71164,,,,,,,,,,,,,
71165,,,,,,,,,,,,,
71166,,,,,,,,,,,,,
71167,,,,,,,,,,,,,
71168,,,,,,,,,,,,,
71169,,,,,,,,,,,,,
71170,,,,,,,,,,,,,
71171,,,,,,,,,,,,,
71172,,,,1,,,1,,,,,,
71173,,1,,,,,,,,1,,,
71174,,,,,,,,,,,,,
71175,,,1,,,,,,,,,,
71176,,,1,,,,,1,,1,,,1
71177,,1,1,,,,1,,1,,,,
71178,,,,,,,,,,,,1,
71180,,,1,,,,,,,,,,
71181,,,,1,,,1,,1,,,,1
71183,,,,,,,,,,,,,
71184,,,,,,,,,,,,,
71185,,,,,1,,1,,1,,,,
71189,,,,,,,1,,,,,,
71190,,,,,,,,,,,,,
71192,,,1,,,,,1,,,,,
71194,,,,,,,,,1,,,,
71195,,,,,,,,,,,,1,
71196,,,,,,,,,,,,,
71197,,,,,1,,,,1,,,,
71198,,1,,1,1,1,1,,1,,,,
71199,,,,,,,,,,,,,
71200,,,1,,,,1,,1,,,,
71201,,,,,,,,,,,,,
71204,,,,1,,,,,,,,,
71205,,,,,,,,,1,,,,
71207,,,,,,,,,,,,,
71209,,,,1,,,,,,1,,,
71211,,,,,,,,,,,,,
71212,,,,,,,,,,,,,
71213,,,,,,,1,,,,,,
71215,,,,,1,,,,,,,,
71218,,,,1,,,1,,1,,,,
71219,,,,,,,,,,,,,
71220,,,1,,,,,,,,,,
71222,,,,1,1,,,,,,,,
71225,,,,,,,,,,,,,
71226,,,,,,,,,,,,,
71228,,,,,,,,,,,,,
71231,,,,,,,,,,,,,
71233,,,,1,,,,,,,,,
71234,,,1,,,,,,,,,,
71235,,,,,,,,,,,,,
71237,,,,,,,,,,,,,
71238,,,,,,,,,,,,,
71239,,,,,,,1,,,,,,
71240,,,1,,,,,,,,,,
71241,,1,,,1,,1,,,,,,
71243,,,,,,,,,,,,,
71244,,,,,,,1,,,,,,
71245,,,,1,,,,,,,,,
71246,,,,,,,,,,,,,
71247,,,,1,,,,,,,,,
71248,,,,1,,,,,1,,,,
71249,,,,,,,,,,,,,
71250,,,,,,1,,,,,,,
71252,,,,,,,,,,,,,
71253,,,,,,,,,,1,,,1
71254,,,,1,,,,,,,,,
71257,,,,1,,,,,,1,,,
71260,,,,,,,1,,,,,,
71261,,1,,,,,,,1,,,,
71262,,1,,,,,1,,1,1,,,
71263,,,,,,,,,,,,,
71265,,,,1,,,1,,1,,,,
71267,,,,,,,,,,,,,
71268,,,1,,,,,,1,,,,
71269,,1,,,,,1,,1,,,,
71270,,,,1,,,,,,,,,
71272,,1,,1,,,,,,,,,
71273,,,,,,,,1,,,,,
71275,,,,,,,,,,,,,
71277,,1,,1,,1,,1,1,1,,,
71279,,,,,,,,,,,,,
71280,,,,,,,,,1,,,,
71281,,,,,,,1,,1,,,,
71282,,,,,,,,,,,,,
71283,,,1,,1,,1,,,,,,1
71284,,,,,,,,,,,,,
71285,,,,,,,,,,,,,
71287,,,,1,,,1,,,,,,
71289,,1,,,,,,,1,,,,
71290,,,,,,,,,,,1,,
71291,,,,,,,,,,,,,
71292,,,,1,,,1,,1,,,,
71294,,1,1,,1,,,,1,,,,
71296,,,,,,,,,1,,,,
71297,,,,,,,,,,,,,
71298,,,,,,,,,,1,,,
71304,,,,,,,,,,,,,
71305,,,,,,,,,,,,,
71306,,,,,,,1,,,,,,
71307,,,,,,,,,,,,,
71308,,,1,1,,,1,,,,,,
71309,,1,,1,,,1,,,,,,
71310,,1,,,1,,,,,,,,
71313,,1,,,,,,,,,,,
71314,,,,,,,,,,,,,
71316,,,,1,,1,,,,,,,
71317,,1,1,,,,,,1,,,,
71318,,,,,,,,,,,,,
71319,,,,,,,,,,,,,
71322,,,,,,,1,,,,,1,
71323,,,,,,,,,,,,,
71325,,1,,,1,,1,,1,,,,
71326,,,,,,,,,,,,,
71327,,,,1,,,,,,,,,
71328,,,,,,,,1,,,,,
71330,,,,,,,1,,,,,,
71334,,1,,,,,,,1,,,,
71335,,,,,,,,,,,,,
71336,,,1,,,,,,1,,,,
71337,,,1,,,,,,,,,,
71339,,,,,,,,,1,,,,
71341,,1,,,,,1,,1,,,,
71342,,,,,,,,,,,,,1
71343,,,,,,,,,,,,,
71344,,,,,,,,,,,,,
71345,,,,,,,,,,,,,
71347,,,,,,,,,,,,,
71349,,,,,,,,,,,,,
71350,,,,,,,,,,,,,
71351,,,,1,,,,,,,,,
71352,,,,,,,,,,,,,
71354,,1,,,,,,,,1,,,
71355,,,,1,,,1,,,,,,
71356,,1,,,,,,,1,,,,
71359,,,,1,,,,,,,,,
71361,,,,,,,,,1,,,,
71362,,,,,,,,,,,,,
71363,,,,,,,,,,,,,
71364,,,,,,,,,,,,,
71366,,,1,1,,,1,,,,,,
71367,,,,,,,,,,,,,
71368,,,,,,,1,,1,,,,
71371,,1,,,,,,,1,,,,
71373,,1,,,1,,1,,,,,,
71376,,,,1,,,,,,,,,
71377,,,,,,,,,1,,,,
71379,,,,,,,,,,,,,
71383,,1,,1,,,1,,,1,,1,
71385,,,,,,,,,,,,,
71386,,,,,,,,,,,,,
71387,,,,1,,,1,,,,,1,
71388,,,,1,,,1,,,,,,
71391,,,,,,,,,,,,,
71392,,,,1,,,,,,,,,
71393,,,,,,,,,,,,,
71394,,,,,,,,,,,,,
71395,,,,,1,,,,,,,,
71397,,,,1,,,1,,,,,,
71398,,,,,,,,,,,,,
71400,,,,,,1,,,1,,,,
71401,,,1,,,,,,,,,,
71402,,,1,,,,,,1,,,,
71404,,1,,,,,,,1,1,,,1
71405,,,,1,,,1,,,,,,
71406,,1,,,,,,,,,,,
71408,,,,1,,,,,,,,,
71409,,,,,,,,,1,,,,
71412,,,,,,,,,,,,,
71413,,,,1,,1,1,,1,,,1,
71414,,,,,,,,,,,,,
71415,,,,,,,,,,,,,
71417,,1,,,,,,,1,,,,
71418,,,,,,,1,,1,,,,
71419,,,1,,1,,,,1,,,,
71420,,,,,,,1,,,,,,
71421,,,,,,,,,,,,,
71422,,,,,,,,,,,,,
71424,,,,,,,,,,,,1,
71425,,,1,,,,,,,,,,
71426,,,1,,,,,,1,,,,
71427,,1,,,,,,,,,,,
71428,,,1,,,,1,,1,,,,
71429,,,,,,,,,,,,,
71430,,1,,,,,,,1,,,,1
71431,,,1,,,,,,,,,,
71432,,,,,,,,,,,,,
71433,,1,,1,,,,,,,,,
71435,,,,,,,,,,,,,
71436,,,,,,,,,,,,,
71437,,,1,,,1,1,,,,,,
71440,,,,,,1,,,1,,,,
71441,,,,,,,,,,,,,
71442,,,,,,,1,,1,,,,
71443,,,,,,,,,,,,,
71445,,1,,,,,,,,,,,
71446,,1,,,,,,,1,,,,
71447,,,,,,,,,,,,,
71448,,,,,,,,,,,,,
71449,,,,,,,,,,,,,
71450,,,,,1,,,,,,,,
71451,,,,,,,,,,,,,
71452,,,,,,,,,,,,,
71453,,,,,,,,,,,,,
71454,,,,,1,,,,,,,,
71456,,1,,,,,,,,,,,
71457,,,,,,,,,,,,,
71458,,1,1,,,1,1,,1,,,,
71459,,,,1,,,1,,,,,,
71462,,,,1,,,,,,,,,
71466,,,,,1,,1,,,,,,
71468,,,,,,1,,,1,,,,
71469,,,,,,,,,,,,,
71470,,1,,,,,,,1,,,,
71471,,,,,,,1,,,,,,
71472,,,1,,,,,,,,,,
71473,,,,,,,1,,,,,,
71474,,,1,,,,,,,,,,
71475,,,,,,,,,,,,,
71476,,,,,,,1,,1,,,,
71477,,1,,,,,,,1,,,,
71478,,,1,,,,,,,,,,
71479,,,,,,,,,,,,,
71481,,,,,,,,,,,,,
71483,,,,1,,,,,,,,,
71484,,,,,,,,,,,,,
71485,,,,,,,,,,,,,
71486,,,,,,,,,,,,,
71487,,,,,,,,,,,,,
71488,,,,,,,,,,,,,
71489,,,,,,,,,1,,,,
71490,,,,,,,,,,,,,
71493,,1,,,1,,1,,1,,,,
71495,,1,,,,,,,1,,,,
71496,,,,1,,,,,,,,,
71497,,1,1,,,,1,,1,,,,
71498,,,,,,,,,1,,,,
71500,,1,,,,,,,1,,,1,
71501,,,,,,,1,,1,,,,
71502,,,1,,,,,,,,,,
71504,,,,,,,,1,,,,,1
71505,,,,,,,,,,,,,
71506,,,,1,,,,,1,,,,
71509,,,,,,,,,,,,,
71512,,,,,,,,,,,,,
71513,,,,,,,,,,,,,
71514,,,,,,,,,,,,,
71515,,,,,,,,,,,,,
71517,,,,,,,,,,,,,
71518,,,,1,,,,,,,,,
71519,,,,,,,,,,,,,
71520,,,,,,,1,,,,,,
71521,,,,,,,,,,,,,
71523,,,,,,,,,1,,,,
71525,,,,,,,,,,,,,
71527,,,,,1,,,,,,,,
71528,,,,,,,,,,,,,
71529,,,,1,,,1,,,,,,
71530,,,,,,,,,,,,,
71532,,,,,,,1,,1,,,,
71534,,,,,,,,,,,,,
71535,,,,,,,,,1,,,,
71536,,1,,1,,1,1,,1,,,,
71537,,,,,,,,,1,,,,
71539,,,,1,,,,,,,,,
71540,,,,,,,,,,,,,
71541,,,1,,,,,,,,,,
71545,,,,,,,1,,1,,,,
71548,,,,1,,,,,,,,1,
71550,,,,,,,,,,,,,
