Respondent,.net core,angular,cordova,django,hadoop,node.js,react,spark,spring,tensorflow,torch/pytorch,unnamed: 1,xamarin
71941,,1.0,,,,,,,1.0,,,,
71942,,,,,,1.0,,,,,,,
71943,1.0,1.0,,,,,,,,,,,
71944,,1.0,,1.0,,,,,,1.0,,,
71945,,,1.0,,,1.0,,,,,,,
71946,,,,,,,,,,,,,
71947,,1.0,,,,1.0,,,,,,,
71948,,1.0,,,,,,,1.0,,,,
71950,,,,,,,,,,,,,
71952,,,,,,,,,,,,,
71953,,,,,,,,,,,,,
71954,1.0,1.0,,,,1.0,,,,,,,1.0
71956,,,,,,,,,,,,,
71957,,,,,,,,,,,,,
71958,,,,,,,,,1.0,,,,
71959,,,,,,,,,,,,,
71960,,,,,,1.0,1.0,,,,,,
71961,,,,,,1.0,1.0,,,,,,
71962,,,,,,,,,,,,,
71963,,,,1.0,,,1.0,,,,,,
71964,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,
71965,,,,,,,,,,,,,
71966,,,,,,,,,,,,,
71967,,,,,,,,,,,,,
71968,,,,,1.0,,,,,,,,
71969,,,,,,,,,,,,,
71970,,,,1.0,,1.0,1.0,,,1.0,,,
71971,,,,,,,,,,,,,
71972,1.0,,,,,,,,,,,,
71973,,,,,,1.0,,,,,,,
71974,,1.0,,,1.0,1.0,,,,,,,
71975,,,,,,,,,,,,,
71976,,,,,,,,,,,,,
71977,,,,,,,,,,,,,
71978,,1.0,,,,1.0,,,1.0,,,,
71979,,1.0,,1.0,,1.0,1.0,,,1.0,,,
71980,1.0,,,,,,1.0,,,,,,
71981,,,,,,,,,,,,,
71982,1.0,,,,,,,,,,,,
71983,1.0,,,1.0,,,,,,,,,
71984,,,,,,,,,,,,,
71986,,,,,,,,,,,,,
71987,,,,,,,,,,,,,
71988,,,,,,,,,,,,,
71990,,,,,1.0,1.0,1.0,,,,,,
71991,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,
71992,,1.0,,,,1.0,,,,,,,
71993,,,,,,,,,1.0,,,,
71994,,1.0,,,,,,,1.0,,,,
71995,,,,,,,,,,,,,
71996,,,,,,1.0,1.0,,,,,,
71997,,,,1.0,,,,,,,,,
71998,,,,,,,,,1.0,,,,
71999,,,,,,,,,,,,,
72000,,,,,,,,,,,,,
72003,,,,,,,1.0,,,,,,
72004,,1.0,1.0,,,1.0,,,,,,,
72006,,,,,,,,,1.0,,,,
72007,1.0,,,,,,,,,,,,
72008,,,,,,,,,,,,,
72012,,,,,,,,,,,,,
72013,,1.0,,,1.0,1.0,1.0,,1.0,,,,
72014,,,,,,,,,,,,,
72016,1.0,1.0,,1.0,,1.0,1.0,,,,,,
72017,1.0,,,,,,,,,,,,
72019,,,,,,,,,,,,,
72020,,,,,,,,,,,,,
72021,1.0,,,,,,,,,,,,
72024,1.0,,,,,,,,,,,,
72025,,1.0,,,,,,,1.0,,,,
72027,1.0,,,,1.0,,,1.0,,1.0,1.0,,1.0
72029,,,,,1.0,,,1.0,,,,,
72030,,,,,,,,,,,,,
72032,,1.0,,,,,,,1.0,,,,
72033,,,,,,1.0,1.0,,,,,,
72034,,,,,,,,,,,,,
72035,,,,,,,,,,,,,
72036,,1.0,,,,1.0,,,,,,,
72037,,,,1.0,,,,,,,,,
72038,,,,,,,,,,,,,
72039,,,,,,,,,,,,,
72040,,1.0,,1.0,,1.0,,,,,,,
72041,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,
72043,,,,,,,,,,,,,
72048,,,,,,,,,,,,,
72049,1.0,1.0,,,,,,,,,,,
72050,,,,,,,,,1.0,,,,
72051,1.0,,,,,,,,,,,,
72052,1.0,,,,,1.0,,,1.0,,,,
72053,,1.0,1.0,,,1.0,,,,,,,
72054,,,,,,,,,,1.0,,,
72058,,,,,,,,,,,,,
72060,1.0,1.0,,,,,,,,,,,
72061,1.0,1.0,,,,,,,,,,,
72062,,,,,,,,,,,,,
72063,1.0,,,,,,,,,,,,
72064,,,,,,1.0,,,,,,,
72065,,,,,,,,,,,,,
72066,,,,,,,,,,,,,
72067,,,,,,,,,,,,,
72069,,1.0,,,,,,,,,,,
72071,,,,,,,,,,,,,
72072,,,,,,1.0,,,,,,,
72075,1.0,1.0,,,,1.0,,,,,,,
72077,,,,,,,,,,,,,
72078,,,,,,,,,,,,,
72080,1.0,,,,,1.0,,,,,,,1.0
72083,,,,,,,,,,,,,
72084,,,,,,,,,,,,,
72085,,,,,,,,,,,,,
72086,,1.0,,,,,,,,,,,
72088,,,,,,,,,,,,,
72089,,,,,,,,,,1.0,,,
72090,,,,,,,,,,1.0,,,
72091,,,,,,,,,,,,,
72092,,,,,,,1.0,,,,,,
72093,,,,,,,,,,,,,
72094,1.0,,,,,,,,,,,,
72097,,,,,,1.0,1.0,,1.0,,,,
72098,,1.0,,,,1.0,1.0,,,1.0,,,
72099,1.0,,,,,1.0,,,,,,,
72100,,1.0,,1.0,,1.0,1.0,,,,,,
72101,,1.0,,,,1.0,,,,,,,
72102,,,,,,1.0,1.0,,1.0,,,,
72103,,,,,,,,,,,,,
72104,,,,,,,,,,,,,
72106,,,,,,,,,,,,,
72107,,,,,,1.0,1.0,,1.0,,,,
72109,,,,,,,,,,,,,
72110,,,,,,,,,,,,,
72111,,,,,,,,,,,,,
72112,,,,,,,,,,,,,
72114,,1.0,,,,,,,1.0,,,,
72116,,1.0,,,,1.0,1.0,,,,,,
72118,,,,1.0,,1.0,1.0,,,,,,
72120,1.0,,,,,,,,,,,,
72121,,,,,,,,,,,,,
72122,,,,,,,,,,,,,
72123,,,,,,1.0,1.0,,,,,,
72124,,,,,,,,,,,,,
72126,1.0,1.0,,,,,,,,,,,1.0
72127,,,,,,,,,,,,,
72128,,,,,,,1.0,,,,,,
72130,,,,,,,,,,,,,
72131,,,,,,,,,,,,,
72133,,,,,,,,,,1.0,,,
72134,1.0,1.0,,,,1.0,1.0,,,,,,1.0
72135,,,,,,,,,,,,,
72136,,,,,,,,,,,,,
72137,1.0,1.0,,,,,1.0,,,,,,
72138,,,,,,1.0,1.0,,,,,,
72140,,,,,,,,,,,,,
72141,,,,1.0,,,,,,1.0,,,
72142,,1.0,,1.0,,1.0,1.0,,,1.0,,,
72143,,,,,,,,,,,,,
72144,,,,,,1.0,1.0,,,,,,
72146,,,,1.0,,,,,,,,,
72147,,1.0,1.0,,,1.0,,,,,,,
72148,1.0,1.0,,,,,,,,,,,
72149,,,,1.0,1.0,,,,,,,,
72150,,,,,,,,,,,,,
72153,,,,,1.0,,,,,,,,
72154,,,,,1.0,,,,,,,,
72155,,,,,,,,,,,,,
72157,,,,,,,,,,,,,
72158,,1.0,,,,1.0,1.0,,,,,,
72159,,,,,,,,,1.0,,,,
72161,1.0,,,,,1.0,,,,,,,
72162,,,,1.0,,1.0,1.0,,,1.0,,,
72163,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0
72164,,,,1.0,,1.0,1.0,,,,,,
72165,1.0,,,,,,,,,,,,
72167,1.0,,,,,1.0,1.0,,,,,,
72169,,,,,,1.0,,1.0,1.0,,,,
72171,,1.0,,,,,,,1.0,1.0,,,
72173,,,,,,,,,,,,,
72175,1.0,,,,,,,,,,,,
72176,,,,,,1.0,1.0,,,,,,
72178,,,,,,,,,,,,,
72179,,,,,,,,,,,,,
72180,,,,,,,,,,,,,
72181,,,,,,1.0,,,,,,,
72183,,,,,,1.0,,,,,,,
72184,,,,,,,,,,,,,
72187,,1.0,,,,1.0,1.0,,,,,,
72188,,,,,,,,,,,,,
72190,,,1.0,,,,,,1.0,,,,
72191,,,,,,,,,,,,,
72193,,1.0,,,,1.0,1.0,,,,,,
72194,,,,,,1.0,,,,,,,
72196,,1.0,,,,,,,,,,,
72198,,,,,,,,,,,,,
72199,1.0,,,,,1.0,,,,,,,
72200,,1.0,1.0,,,,,,,,,,
72201,,,,,,,,1.0,1.0,,,,
72202,,,,1.0,1.0,1.0,,1.0,,,,,
72203,1.0,1.0,,,,1.0,,,,,,,
72204,,,,,,,,,,,,,
72205,,,,1.0,,1.0,1.0,,,,,,
72206,,,,,,,,,,,,,
72207,,,,,,,,,1.0,,,,
72211,,,,,,,,,,,,,
72212,,,,,,,,,,,,,
72213,,1.0,,1.0,,1.0,1.0,,1.0,,,,
72214,,,,,,1.0,1.0,,1.0,,,,
72215,1.0,,,,,,,,,,,,
72216,,,,,,,,,,,,,
72218,,,,,,,,,,,,,
72220,1.0,1.0,,,,1.0,,,,,,,
72221,,1.0,1.0,,,1.0,,,,,,,
72224,,,,,,,,,,,,,1.0
72225,,,1.0,,,1.0,1.0,,,1.0,,,
72226,,1.0,,,,,,,,,,,
72227,,,,,,,,,,,,,
72228,,,,1.0,,1.0,,1.0,,,,,
72229,,1.0,,,,1.0,1.0,,,,,,
72230,,,,1.0,,1.0,,,,,,,
72231,,,,,,1.0,,,,1.0,1.0,,
72232,,,,,,,,,,,,,
72234,,,,,,1.0,1.0,,,,,,
72235,,1.0,,,,1.0,,,1.0,,,,
72236,,,,1.0,,,,,,,,,
72237,,,,,1.0,,,1.0,1.0,,,,
72239,,,,,,,,,,,,,
72240,,,,,,1.0,1.0,,,,,,
72241,,,,,,1.0,1.0,,1.0,,,,
72242,,,,,,,,,,,,,
72243,,,,,,,,,,,,,
72244,1.0,,,,,1.0,,,,,,,
72245,,1.0,,,1.0,,,,1.0,1.0,,,
72246,,,,,,,,,,,,,
72248,,,,,,,,,,,,,
72249,,1.0,1.0,,,1.0,,,,,,,
72251,1.0,,,,,,,,,,,,
72252,,,,,,,,,,,,,
72253,,,,,,,,,,,,,
72255,,,,1.0,,1.0,,,,,,,
72256,,1.0,,1.0,,,1.0,,,,,,
72257,,,,,,,,,,,,,
72258,,1.0,,,,1.0,,,,,,,
72259,,,,,,,,,,,,,
72262,,,,,,,1.0,,,,,,
72263,,,,,,,,,,,,,
72265,,,,,,,,,,,,,
72266,,,,,,,,,,,,,
72267,,,,,,,,,,,,,
72268,,1.0,,,,,,,,1.0,,,
72269,,,,,,,,,,,,,
72273,,,,,,,1.0,,,,,,
72274,1.0,,,,,,,,,,,,
72276,,,,,,,,,,,,,
72277,,,,,,,,,,,,,
72278,1.0,1.0,,,,1.0,1.0,,,,,,
72279,,,,,,,,,,,,,1.0
72280,,,,1.0,,,,,1.0,,,,
72283,,,,,,,,,,,,,
72285,,,,,,1.0,,,,,,,
72286,1.0,,,,,,,,,,,,
72287,,,,,,,,,,,,,
72288,,,,,,,,,,,,,
72289,,1.0,,,,1.0,1.0,,,,,,
72291,,,,,,,,,,,,,
72292,,,,,,,,,,,,,
72293,,,,,,,,,,,,,
72296,,,,,,,,,,,,,
72297,,,,,,,,,,,,,
72299,1.0,1.0,,,,,,,,,,,
72300,,1.0,,,,1.0,,,,,,,
72301,,1.0,,,,1.0,,,1.0,1.0,1.0,,
72304,,,,,,,,,,,,,
72305,1.0,1.0,,,,1.0,,,,,,,
72307,,,,,,,,,,,,,
72308,,,,,,,,,,,,,
72310,1.0,,,,,,,,,,,,1.0
72311,,,,,,,,,,,,,
72312,,,,,,,,,,,,,
72313,,1.0,,1.0,,,,,,,,,
72314,,,,,,,,,,,,,
72316,,,,,,1.0,1.0,,,,,,
72318,,,,,,,,,,,,,
72319,,1.0,,,,,,,,,,,
72321,,,,,,,,,,,,,
72322,,,,,,,,,,,,,
72323,,,,,,1.0,1.0,,,,,,
72325,,,,,,,,,,,,,
72326,,,,,,,,,,,,,
72327,1.0,,,,,,,,,,,,
72329,,,,,,,,,,,,,
72330,,1.0,,1.0,,,,,,,,,
72332,,1.0,1.0,,,1.0,,1.0,,,,,
72333,,1.0,1.0,1.0,,,,,,,,,
72334,1.0,,,,,,,,,,,,
72335,,,,,,,,,,,,,
72338,,,,,,,,,,,,,
72339,,,,,,,,,,,,,
72340,,1.0,1.0,,,,,,1.0,,,,
72341,,,,,,,,,,,,,
72342,,1.0,,,,,,,1.0,,,,
72343,,,,,,,,,1.0,,,,
72344,,,,,,,,,,,,,
72346,,,,,,,,,,,,,
72347,,,,,,,1.0,,,,,,
72348,,,,,,,,,,,,,
72350,,,,,,,,,,,,,
72351,,1.0,,,,,,,,,,,
72352,,,,,,,,,,,,,
72353,,,,,,,,,,,,,
72354,,,,,,,,,,,,,
72356,,1.0,1.0,1.0,,1.0,1.0,,,,,,
72357,,,,,,,,,,,,,
72360,,1.0,,1.0,,1.0,,,,,,,
72361,,,,,,,1.0,,,,,,
72364,,,,,,,,,,,,,
72365,,,,,,,1.0,,,,,,
72367,,,,,,,,,,,,,
72368,,,,,,,,,,,,,
72369,,,,,,,1.0,,1.0,,,,
72370,,1.0,,,,,,,,,,,
72374,,,,,,,,,,,,,
72375,,,,,,,,,,,,,
72376,,,,,,,,,,,,,
72379,1.0,1.0,,,,,,,1.0,,,,
72380,,,,,,,,,,,,,
72381,,1.0,,,,1.0,,,,1.0,,,1.0
72382,,,,1.0,,1.0,1.0,,,,,,
72383,,,,,,,,,,,,,
72384,,,,,,,,,,,,,
72385,,,,,,,,,,,,,
72386,,,,,,,,,,,,,
72387,,1.0,,,,1.0,,,,,,,
72390,,1.0,,,,,1.0,,,,,,
72391,,,,,,1.0,,,,,,,
72392,,1.0,,,1.0,1.0,1.0,,1.0,,,,
72393,1.0,,,,,,,,1.0,,,,
72394,,,,,,,,,,,,,
72395,,,,,,,1.0,,,,,,
72396,,,,,,,,,,,,,
72397,1.0,,,,,,,,,,,,1.0
72398,,1.0,,,,,,,,,,,
72400,,,,,,,,,,,,,
72401,,,1.0,,,1.0,,,1.0,,,,1.0
72403,1.0,,,,,,,,,,,,
72404,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,
72405,,,,,,1.0,1.0,,,,,,
72406,,,1.0,,,1.0,,,1.0,,,,
72407,,,1.0,,,1.0,,,,,,,
72408,,,,,,,,,,,,,
72409,,,,,,,,,,,,,
72410,,,,,,,1.0,,,,,,
72411,,1.0,,,,,,,,,,,1.0
72412,1.0,1.0,,,,1.0,1.0,,,,,,
72413,,1.0,,,,,,,1.0,1.0,1.0,,
72414,1.0,,1.0,,,,,,,,,,
72415,1.0,1.0,,,,,1.0,,,,,,
72418,,,,,,,,,,,,,
72419,,,,,,,,,,,,,
72421,,,,,,1.0,,,,,,,
72422,,1.0,,,,1.0,,,1.0,,,,
72423,1.0,,,,,,,,,,,,
72424,,,,,,,,,,,,,
72425,,,,1.0,,,,,,,,,
72426,,,,,,1.0,,,,,,,
72427,1.0,1.0,,,,1.0,,,,,,,
72428,,,,,,,,,,,,,
72429,1.0,1.0,,,,1.0,,,1.0,,,,
72430,,,,,,1.0,1.0,,,,,,
72432,,1.0,,1.0,,1.0,,,,,,,
72433,,1.0,,,,1.0,1.0,,,,,,
72435,,,,,,,,,,,,,
72436,,,,,,,,,,,,,
72437,,,,,,,,,,,,,
72439,,1.0,,,,1.0,1.0,1.0,1.0,,,,
72441,,,,,,,,,,,,,
72442,,,,,,1.0,,,,,,,
72443,,,,,,,,,,,,,
72444,,1.0,,,,,1.0,,,,,,
72445,,,,,,,,,,,,,
72446,,,,,,,,,,,,,
72447,,,,1.0,,1.0,1.0,,,,,,
72449,,,,,,,,,,,,,
72450,,1.0,,,,,1.0,,,,,,
72451,1.0,1.0,,,,1.0,,,,,,,
72452,,,,,,1.0,1.0,,,,,,
72454,,,,,,1.0,,,,,,,
72455,,,,,,,,,,,,,
72456,,,,1.0,,,,,,,,,
72459,,,,,,,,,,,,,
72460,,,,,,,,,,,,,
72461,,,,,,,,,,,,,
72462,,,,,,,,,1.0,,,,
72465,1.0,1.0,1.0,,,1.0,1.0,,,,,,
72466,,,,,,,,,,,,,
72468,1.0,,,,,1.0,,,,,,,1.0
72469,,,,,,,,,,,,,
72470,,,,,,1.0,,,,,,,1.0
72471,,,,,,,,,,,,,
72472,,,,,,,,,,,,,
72473,,,,,,,,,,,,,
72474,,,,,,,,,,,,,
72476,,,,,,,,,,,,,
72478,,,,,,,,,1.0,,,,
72479,,,,,,,,,,,,,
72480,,,,,1.0,1.0,1.0,,,,,,
72481,,,,,,,,,,,,,
72484,1.0,1.0,,,,,,,,,,,
72485,,,,,,1.0,,,,,,,
72486,,,,1.0,,,,,,,,,
72488,,,,,,1.0,1.0,,,,,,
72489,,1.0,,,,1.0,1.0,,,,,,
72490,,,,,,1.0,1.0,,,,,,
72491,,,,,,,,,,,,,
72494,1.0,1.0,,,,,,,,,,,
72495,,,,,,1.0,1.0,,,,,,
72496,,,,,,1.0,,,,,,,
72497,1.0,,,1.0,,1.0,,,1.0,,,,
72498,1.0,,,,,,,,,,,,
72499,,,,,,,,1.0,,,,,
72500,,,,,,,,,,,,,
72501,1.0,,,,,,,,,,,,
72502,,,,,,1.0,,,,,,,
72503,,1.0,1.0,,,1.0,1.0,,,,,,
72507,,,,,,,,,,,,,
72508,,,,,,,,,,,,,
72510,,,,,,,,,,,,,
72511,,,,,,1.0,1.0,,,,,,
72512,,,,,,,1.0,,,,,,
72515,,1.0,,,,,,,,,,,
72516,,1.0,,,,1.0,1.0,,,,,,
72517,,,,,,1.0,1.0,,,,,,
72518,,,,,,,1.0,,,,,,
72519,,,,,,,,,,,,,1.0
72520,,,,,,,,,,,,,
72521,,1.0,,,,,,,1.0,,,,
72523,1.0,,,,,,,,,,,,
72524,,,,,,,,,,,,,
72525,,,,,,,,,,,,,
72528,,,,,,,,,,,,,
72530,,1.0,,,,1.0,1.0,,,,,,
72533,,,,,,,,,,,,,
72534,,,,,,,,,,,,,
72535,,,,1.0,,,,,,,,,
72536,,,,,,,,,,,,,
72537,1.0,1.0,,1.0,,,1.0,,,,,,
72538,1.0,,,,,,,,,,,,1.0
72539,,,,,,,,,,,,,
72541,1.0,,,,,,,,,,,,
72542,,,,,,,,,,,,,
72543,,,,,,,1.0,,,,,,
72544,,,,,,,,,,,,,
72547,,1.0,,,,,,,,,,,
72548,,,,,,,,,,,,,
72549,,,,,1.0,1.0,,1.0,,1.0,1.0,,
72551,,,,,,,,,,,,,
72553,1.0,,,,,1.0,,,,,,,
72554,,,,,,,,,,,,,
72555,1.0,1.0,,,,,1.0,,,,,,
72556,,,,,,,,,,,,,
72557,1.0,1.0,,,,1.0,,,,,,,
72558,,,,,,,,,,,,,
72559,,,,,,1.0,,,,,,,
72560,1.0,1.0,,,,,,,,,,,
72561,1.0,1.0,,1.0,,1.0,1.0,,,,,,
72565,,1.0,,,,1.0,,,1.0,,,,
72567,,,,,,,1.0,,,,,,
72568,,,,,1.0,,,,1.0,,,,
72571,,,,1.0,,,,,,,,,
72573,,,1.0,,,1.0,1.0,,,,,,
72574,,,,,,,,,,,,,
72576,,,,,,1.0,1.0,,,,,,
72578,,,,,,,,,,,,,
72580,,,,,,,,,,,,,
72581,,,,,,,,,,,,,
72582,,,,,,,,,,,,,1.0
72586,,,,,,,,,1.0,1.0,1.0,,
72589,,,1.0,,,1.0,,,,,,,
72590,,1.0,,,,1.0,,,,,,,
72591,,,,,,,,,,,,,
72592,,,,,,,,,,,,,
72593,1.0,1.0,,,,1.0,,,,,,,
72595,,,,,,,,,,,,,
72596,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0
72597,,,,,,,1.0,,,,,,
72599,,,,,,,,,,,,,
72600,,,,,,,,,,,,,
72602,1.0,,,,,,,,,,,,
72604,,,,,,,,,,,,,
72605,,,,,,1.0,1.0,,,,,,
72606,,,,,,,,,,,,,
72607,,,,,,,,,,,,,
72608,,,,,,,,,,,,,
72609,,1.0,,,,,,,,,,,
72611,,,,,,,,,,,,,1.0
72612,,1.0,,,,1.0,,,,,,,
72613,1.0,1.0,,,,1.0,,,,,,,
72614,,1.0,1.0,,,1.0,,,,,,,
72615,,1.0,,,,1.0,,,,,,,
72616,,1.0,,,,,,,,,,,1.0
72617,,1.0,,,,1.0,1.0,,,1.0,,,
72618,,,,,,,,,,,,,
72619,1.0,,,,,,,,1.0,,,,
72621,,,,,,,,,,,,,
72622,,,,,,1.0,1.0,,,,,,
72623,,,,,,1.0,1.0,,1.0,,,,
72624,,,,,,,,,,,,,
72625,,,,,,,,,,,,,
72626,,,,,,,,,,,,,
72627,,,,,,,,,,,,,
72628,,1.0,,1.0,,1.0,1.0,,,,,,
72629,1.0,,,,,,,,,,,,
72630,,,,,,,,,,,,,
72631,1.0,,,,,1.0,,,,,1.0,,
72632,,,,,,,,,,,,,
72633,,,,,,,,,,,,,
72634,,,,,,,,,,,,,
72636,1.0,,,,,,,,,,,,
72640,,,,,,,,,1.0,,,,
72641,,,,,,,,,,,,,
72642,,1.0,,,,1.0,1.0,,,,,,
72643,,,,,,,,,1.0,,,,
72645,,,,,1.0,1.0,,,,,,,
72646,1.0,,,,,,,,,1.0,,,
72647,,1.0,,,,,,,,,,,
72649,,,,,,,,,,,,,
72650,,,,,,1.0,1.0,,,,,,
72651,,,,,,,,,,,,,
72653,,,,,,1.0,,,,,,,
72654,,,,,,,,,,,,,
72655,,,,,,,1.0,,,,,,
72656,,,,1.0,,,,,,,,,
72657,,,,,,,,,1.0,,,,
72658,,,,,,,,,1.0,,,,
72660,,,,,,,,,,,,,
72661,,1.0,,,,1.0,1.0,,,,,,
72662,,1.0,,1.0,1.0,1.0,,,,1.0,,,
72666,,,,,,1.0,1.0,,,,,,
72667,,1.0,,1.0,,1.0,1.0,,,,,,
72668,,,,,,,,,,,,,
72669,,,,,,,,1.0,,1.0,,,
72671,,,1.0,,,,,,,,,,
72672,,,,,,,,,,,,,
72673,,,,,,,,,,,,,
72674,,,,,,,,,,,,,
72677,,,,1.0,,1.0,1.0,,,,,,
72678,,,,,,,,,,,,,
72679,1.0,,,,1.0,,,,,,,,
72680,,,,,,,,,,1.0,,,
72682,,,,,,1.0,1.0,,,,,,
72683,,,,,,,,,,,,,
72684,,1.0,,,,1.0,1.0,,1.0,,,,
72685,,,,,,,,,,,,,
72686,1.0,1.0,,,,,,,,,,,
72687,,,,,,,,,,,,,
72688,,,,,,,,,,,,,
72689,1.0,,,,,,,,,,,,
72690,,,,,,1.0,1.0,,,,,,
72691,,,,,,1.0,1.0,,,,,,
72692,,1.0,1.0,,1.0,1.0,,,,,,,
72694,,,,,,,,,,,,,
72695,,,,,,,,,,,,,
72696,,,,,,,1.0,,,,,,
72698,,1.0,,,,,,,,,,,
72699,,,,,,,,,1.0,,,,
72701,1.0,1.0,,,,,,,,,,,
72704,,,,,,1.0,,,1.0,,,,
72706,,1.0,,,,1.0,1.0,,,1.0,,,
72707,1.0,,,1.0,,,,,,,,,
72708,,1.0,,1.0,,,,,1.0,,,,
72709,,,,,,,,,,,,,
72710,1.0,,,,,,,,,,,,
72711,,1.0,,,,1.0,,,,,,,
72712,,1.0,,,1.0,1.0,,1.0,1.0,,,,
72713,,,,,,,,,,,,,
72714,1.0,,,,,1.0,1.0,,,1.0,,,
72715,,,,,,1.0,,,,,,,
72716,,,,,,,,,,1.0,,,
72717,,,,,,,,,,,,,
72718,1.0,1.0,,,,1.0,1.0,,,,,,
72720,,,,,,,1.0,,1.0,,,,
72721,1.0,,,,,,1.0,,,,,,
72722,,1.0,,,,1.0,,,1.0,,,,
72725,,1.0,,,,1.0,,,,,,,
72727,,1.0,,,,,,,1.0,,,,
72729,,,,,,,,,,,,,
72730,,,,,,,1.0,,,,,,
72731,,,,,,1.0,,,,,,,
72733,,1.0,,,,1.0,,,,,,,
72734,,,,,,,,,,,,,
72735,,,,1.0,,1.0,1.0,,,,,,
72736,,,,,,1.0,1.0,,,,,,
72737,,,,,1.0,1.0,1.0,,,,,,
72738,,,,,,,,,,1.0,1.0,,
72739,,,,,,,,,1.0,,,,
72740,1.0,1.0,,,,1.0,,,,1.0,,,
72741,,,,,,,1.0,,,,,,
72742,,,,,,,,,,,,,
72743,,,,,,,1.0,,,,,,
72744,,,,1.0,,,,,,,,,
72747,,,,,,,,,,,,,
72748,,,,,,1.0,1.0,,1.0,,,,
72749,,1.0,,,,,,,,,,,
72750,,1.0,,,,,1.0,,,,,,
72751,,,,,,1.0,,,,,,,
72753,,,,,,,,,,,,,
72754,,,,,,,,,,,,,
72755,,,,,,,,,,,,,
72756,,,,1.0,,,,,,,,,
72757,1.0,,,,,,,,,1.0,,,
72758,,,,,,,,,,,,,
72759,,,,,,,,,,,,,
72760,1.0,,,,,,,,,1.0,,,
72762,,,,,,1.0,1.0,,,,,,
72763,1.0,,,,,,,,,,,,1.0
72764,,,,1.0,,,1.0,,,,,,
72765,,1.0,,,,1.0,,,,,,,
72768,1.0,,,,,1.0,,,,,,,1.0
72769,,,,1.0,,,,,,,,,
72770,,,,,,,,,,,,,
72772,,,1.0,,1.0,,,,,,,,
72773,,,,,,,,,,,,,
72775,,,,,,,,,,,,,
72776,,,,,,,,,1.0,,,,
72777,,,,,,,,,,,,,
72778,,,,,,1.0,,,,,,,
72779,1.0,,,,,,,,,,,,
72781,,,,1.0,,1.0,1.0,,,,,,
72782,1.0,,,,,,,,,,,,
72783,,,,,,,,,1.0,,,,
72784,,1.0,,,,,,,,,,,
72787,,,,1.0,,,,,,,,,
72788,,1.0,1.0,,,1.0,,,1.0,,,,
72789,,,,,,,,,,,,,
72790,,,,,,,,,,,,,
72792,,,,,,,,,,,,,
72793,,,,,,,,,,,,,
72794,,,,1.0,,,1.0,,,,,,
72795,1.0,1.0,1.0,,,1.0,,,,,,,
72796,,,,,,,,,,,,,
72797,,,,,,,,,,,,,
72798,,1.0,,,,1.0,,,,,,,
72799,,,,,,,,,,,,,
72802,1.0,,,,,,,,,,,,
72803,,,,,,,,,,,,,
72804,,1.0,,,,,,,,,,,1.0
72805,,,,,,,,,,,,,
72806,,,,,,,,,,,,,
72807,,1.0,,,,1.0,1.0,,,,,,
72808,1.0,,,,,,,,,,,,
72809,,,,,,,,,,,,,
72813,1.0,,,,,,,,,,,,
72815,,,,,,,,,,,,,
72816,,1.0,1.0,,,1.0,,,1.0,,,,1.0
72817,,1.0,,,,1.0,,,,,,,
72818,1.0,1.0,1.0,,,1.0,1.0,,,,,,
72819,,,,,,,,,,,,,
72820,,1.0,,,,,1.0,,1.0,,,,
72822,,,,1.0,,1.0,1.0,,,,,,
72826,,,,,,,,,,,,,
72828,1.0,,,,,,1.0,,,,,,
72829,1.0,,,,,,,,,,,,
72830,,1.0,,,,1.0,,1.0,,,,,
72831,1.0,,,,,,,,,,,,
72832,,,,,,,,,,,,,
72833,,,,,,1.0,1.0,,,,,,
72834,,,,,,,,,,,,,
72836,1.0,,1.0,,,1.0,,,,,,,
72837,,,,,,,,,,1.0,,,
72839,,,,,,,,,,,,,
72840,,,,,,,,,,,,,
72841,,,,,,,,,,,,,
72842,1.0,,,,,,,,,,,,
72843,,1.0,,,,,,,,,,,
72844,,,,,,,,,,,,,
72845,,,,,,,,,,,,,
72846,,,,,,,,,,,,,
72847,,,,,,,,,,,,,
72848,,,,,,,,,,1.0,,,
72851,,,,,,,,,,,,,
72852,,,,,,,1.0,,,,,,
72853,,1.0,1.0,,,1.0,,,1.0,,,,1.0
72854,,,,,,,,,1.0,,,,
72855,1.0,1.0,,,,,,,,,,,
72856,,,,,,,,,,,,,
72859,,,,1.0,,,,,,,,,
72861,1.0,,,,,,,,,1.0,,,
72863,,,,,,,,,,,,,1.0
72865,,,,,,,,,1.0,,,,
72867,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,
72868,,,,,1.0,1.0,1.0,,,,,,
72869,1.0,1.0,,,1.0,,,,1.0,,,,
72870,,,,,,,,,,,,,
72873,,,,,,,,,,,,,
72874,,,,,,,,,,,,,
72875,,,,,,,,,,,,,
72877,,,,,,,,,1.0,,,,
72878,,,,,,,,,,,,,
72880,1.0,1.0,,,,1.0,,,,,,,
72881,,,,,,,,,,,,,
72885,,,,,,1.0,1.0,,,,,,
